1,5,1,1
1,5,2,1
1,5,3,1
1,5,4,1
1,5,5,1
1,5,6,1
1,5,7,1
1,5,8,1
1,5,9,1
1,5,10,1
1,5,11,1
1,5,12,1
1,5,13,1
1,5,14,1
1,5,15,1
1,5,16,1
1,5,17,0
2,0,0,0
2,0,1,1.0188
2,0,2,1.02087
2,0,3,1.01012
2,0,4,1.01197
2,0,5,1.01557
2,0,6,1.01106
2,0,7,1.00832
2,0,8,1.00862
2,0,9,1.01157
2,0,10,1.01591
2,0,11,1.0163
2,0,12,1.01094
2,0,13,1.01308
2,0,14,1.00783
2,0,15,1.01132
2,0,16,1.01157
2,0,17,0
2,1,0,0
2,1,1,1.00258
2,1,2,1.01261
2,1,3,1.02774
2,1,4,1.02289
2,1,5,1.01111
2,1,6,1.01496
2,1,7,1.01768
2,1,8,1.00513
2,1,9,1.00573
2,1,10,1.00816
2,1,11,1.00526
2,1,12,1.00611
2,1,13,1.0106
2,1,14,1.00963
2,1,15,1.01253
2,1,16,1.04149
2,1,17,0
2,2,0,0
2,2,1,1.00987
2,2,2,1.00984
2,2,3,1.01328
2,2,4,1.01063
2,2,5,1.01374
2,2,6,1.01289
2,2,7,1.01036
2,2,8,1.01174
2,2,9,1.01658
2,2,10,1.0226
2,2,11,1.00644
2,2,12,1.00807
2,2,13,1.01012
2,2,14,1.00636
2,2,15,1.00667
2,2,16,1.01052
2,2,17,0
2,3,0,0
2,3,1,1.03399
2,3,2,1.03442
2,3,3,1.0268
2,3,4,1.02627
2,3,5,1.01648
2,3,6,1.01699
2,3,7,1.01914
2,3,8,1.0125
2,3,9,1.02214
2,3,10,1.04286
2,3,11,1.03395
2,3,12,1.01482
2,3,13,1.0111
2,3,14,1.0145
2,3,15,1.01497
2,3,16,1.01996
2,3,17,0
2,4,0,0
2,4,1,1.0162
2,4,2,1.01108
2,4,3,1.00772
2,4,4,1.01192
2,4,5,1.00606
2,4,6,1.00338
2,4,7,1.0046
2,4,8,1.00764
2,4,9,1.00782
2,4,10,1.0046
2,4,11,1.00472
2,4,12,1.01203
2,4,13,1.00798
2,4,14,1.00565
2,4,15,1.00957
2,4,16,1.01436
2,4,17,0
2,5,0,0
2,5,1,1.00368
2,5,2,1.00798
2,5,3,1.01273
2,5,4,1.01481
2,5,5,1.0178
2,5,6,1.01125
2,5,7,1.00408
2,5,8,1.00332
2,5,9,1.00373
2,5,10,1.01142
2,5,11,1.01639
2,5,12,1.01397
2,5,13,1.00749
2,5,14,1.00296
2,5,15,1.01232
2,5,16,1.03238
2,5,17,0
