0,0,0,0
0,0,1,0
0,0,2,1.0346
0,0,3,1.07416
0,0,4,1.01768
0,0,5,1.0149
0,0,6,1.01195
0,0,7,1.0082
0,0,8,1.00918
0,0,9,1.00578
0,0,10,1.01018
0,0,11,1.0107
0,0,12,1.01155
0,0,13,1.0068
0,0,14,1.00831
0,0,15,1.02175
0,0,16,1.02015
0,0,17,0
0,1,0,0
0,1,1,0
0,1,2,1.02079
0,1,3,1.13924
0,1,4,1.09815
0,1,5,1.04242
0,1,6,1.08862
0,1,7,1.01264
0,1,8,1.02339
0,1,9,1.02385
0,1,10,1.03618
0,1,11,1.02361
0,1,12,1.01341
0,1,13,1.0129
0,1,14,1.00988
0,1,15,1.01797
0,1,16,1.02192
0,1,17,0
0,2,0,0
0,2,1,0
0,2,2,1.03782
0,2,3,1.05278
0,2,4,1.01251
0,2,5,1.0099
0,2,6,1.03034
0,2,7,1.02269
0,2,8,1.00387
0,2,9,1.01018
0,2,10,1.00611
0,2,11,1.01098
0,2,12,1.01706
0,2,13,1.0246
0,2,14,1.00978
0,2,15,1.00898
0,2,16,1.00842
0,2,17,0
0,3,0,0
0,3,1,0
0,3,2,1.01614
0,3,3,1.04147
0,3,4,1.02842
0,3,5,1.08171
0,3,6,1.029
0,3,7,1.01097
0,3,8,1.01639
0,3,9,1.02417
0,3,10,1.05957
0,3,11,1.02475
0,3,12,1.02035
0,3,13,1.01908
0,3,14,1.00687
0,3,15,1.01234
0,3,16,1.01286
0,3,17,0
0,4,0,0
0,4,1,0
0,4,2,1.01581
0,4,3,1.01931
0,4,4,1.00514
0,4,5,1.01023
0,4,6,1.0094
0,4,7,1.00542
0,4,8,1.0282
0,4,9,1.00942
0,4,10,1.01102
0,4,11,1.02173
0,4,12,1.00123
0,4,13,1.01007
0,4,14,1.00694
0,4,15,1.00468
0,4,16,1.01668
0,4,17,0
0,5,0,0
0,5,1,0
0,5,2,1.01224
0,5,3,1.00928
0,5,4,1.01345
0,5,5,1.1688
0,5,6,1.01474
0,5,7,1.00459
0,5,8,1.00721
0,5,9,1.0061
0,5,10,1.01539
0,5,11,1.01071
0,5,12,1.00269
0,5,13,1.01942
0,5,14,1.00469
0,5,15,1.00493
0,5,16,1.04897
0,5,17,0
1,0,0,0
1,0,1,0
1,0,2,1
1,0,3,1
1,0,4,1
1,0,5,1
1,0,6,1
1,0,7,1
1,0,8,1
1,0,9,1
1,0,10,1
1,0,11,1
1,0,12,1
1,0,13,1
1,0,14,1
1,0,15,1
1,0,16,1
1,0,17,0
1,1,0,0
1,1,1,0
1,1,2,1
1,1,3,1
1,1,4,1
1,1,5,1
1,1,6,1
1,1,7,1
1,1,8,1
1,1,9,1
1,1,10,1
1,1,11,1
1,1,12,1
1,1,13,1
1,1,14,1
1,1,15,1
1,1,16,1
1,1,17,0
1,2,0,0
1,2,1,0
1,2,2,1
1,2,3,1
1,2,4,1
1,2,5,1
1,2,6,1
1,2,7,1
1,2,8,1
1,2,9,1
1,2,10,1
1,2,11,1
1,2,12,1
1,2,13,1
1,2,14,1
1,2,15,1
1,2,16,1
1,2,17,0
1,3,0,0
1,3,1,0
1,3,2,1
1,3,3,1
1,3,4,1
1,3,5,1
1,3,6,1
1,3,7,1
1,3,8,1
1,3,9,1
1,3,10,1
1,3,11,1
1,3,12,1
1,3,13,1
1,3,14,1
1,3,15,1
1,3,16,1
1,3,17,0
1,4,0,0
1,4,1,0
1,4,2,1
1,4,3,1
1,4,4,1
1,4,5,1
1,4,6,1
1,4,7,1
1,4,8,1
1,4,9,1
1,4,10,1
1,4,11,1
1,4,12,1
1,4,13,1
1,4,14,1
1,4,15,1
1,4,16,1
1,4,17,0
1,5,0,0
1,5,1,0
1,5,2,1
1,5,3,1
1,5,4,1
1,5,5,1
1,5,6,1
1,5,7,1
1,5,8,1
1,5,9,1
1,5,10,1
1,5,11,1
1,5,12,1
1,5,13,1
1,5,14,1
1,5,15,1
1,5,16,1
1,5,17,0
2,0,0,0
2,0,1,0
2,0,2,1.02842
2,0,3,1.0197
2,0,4,1.01394
2,0,5,1.02685
2,0,6,1.03958
2,0,7,1.00861
2,0,8,1.00489
2,0,9,1.017
2,0,10,1.01726
2,0,11,1.0208
2,0,12,1.01189
2,0,13,1.01866
2,0,14,1.0086
2,0,15,1.01118
2,0,16,1.01066
2,0,17,0
2,1,0,0
2,1,1,0
2,1,2,1.0109
2,1,3,1.05095
2,1,4,1.12114
2,1,5,1.0181
2,1,6,1.01698
2,1,7,1.02129
2,1,8,1.00736
2,1,9,1.0084
2,1,10,1.00854
2,1,11,1.00801
2,1,12,1.01619
2,1,13,1.01465
2,1,14,1.02531
2,1,15,1.02731
2,1,16,1.08979
2,1,17,0
2,2,0,0
2,2,1,0
2,2,2,1.01176
2,2,3,1.01333
2,2,4,1.00246
2,2,5,1.01555
2,2,6,1.01419
2,2,7,1.00956
2,2,8,1.01328
2,2,9,1.00891
2,2,10,1.01767
2,2,11,1.0077
2,2,12,1.00698
2,2,13,1.00989
2,2,14,1.00553
2,2,15,1.00189
2,2,16,1.01511
2,2,17,0
2,3,0,0
2,3,1,0
2,3,2,1.02987
2,3,3,1.01546
2,3,4,1.02729
2,3,5,1.02438
2,3,6,1.02712
2,3,7,1.00681
2,3,8,1.00977
2,3,9,1.0179
2,3,10,1.04873
2,3,11,1.04316
2,3,12,1.02985
2,3,13,1.02056
2,3,14,1.0086
2,3,15,1.02606
2,3,16,1.0349
2,3,17,0
2,4,0,0
2,4,1,0
2,4,2,1.03788
2,4,3,1.01032
2,4,4,1.01935
2,4,5,1.00389
2,4,6,1.00066
2,4,7,1.00263
2,4,8,1.00944
2,4,9,1.00628
2,4,10,1.00361
2,4,11,1.00596
2,4,12,1.00438
2,4,13,1.01242
2,4,14,1.00865
2,4,15,1.00301
2,4,16,1.00711
2,4,17,0
2,5,0,0
2,5,1,0
2,5,2,1.0091
2,5,3,1.03406
2,5,4,1.02047
2,5,5,1.02026
2,5,6,1.01081
2,5,7,1.00655
2,5,8,1.00515
2,5,9,1.00548
2,5,10,1.00744
2,5,11,1.01135
2,5,12,1.03441
2,5,13,1.01906
2,5,14,1.00065
2,5,15,1.00584
2,5,16,1.05154
2,5,17,0
